method,backbone,dataset,configuration,configuration_role,protocol,native_evaluation_role,baseline_reference_protocol,count_in_primary_summary,task_adaptation,status,n_units,tau_nonint_dAUC_mean,tau_nonint_dAUC_lo,tau_nonint_dAUC_hi,tau_nonint_negDP_mean,tau_nonint_negDP_lo,tau_nonint_negDP_hi,tau_nonint_negEO_mean,tau_nonint_negEO_lo,tau_nonint_negEO_hi,tau_I_dAUC_mean,tau_I_dAUC_lo,tau_I_dAUC_hi,tau_I_dAUC_sign_stability,tau_I_dAUC_resolved,tau_I_negDP_mean,tau_I_negDP_lo,tau_I_negDP_hi,tau_I_negDP_sign_stability,tau_I_negDP_resolved,tau_I_negEO_mean,tau_I_negEO_lo,tau_I_negEO_hi,tau_I_negEO_sign_stability,tau_I_negEO_resolved,tau_pkg_dAUC_mean,tau_pkg_dAUC_lo,tau_pkg_dAUC_hi,tau_pkg_negDP_mean,tau_pkg_negDP_lo,tau_pkg_negDP_hi,tau_pkg_negEO_mean,tau_pkg_negEO_lo,tau_pkg_negEO_hi,tau_I_dAUC_auc_selector_mean,tau_I_dAUC_auc_selector_lo,tau_I_dAUC_auc_selector_hi,tau_I_dAUC_auc_selector_sign_stability,tau_I_dAUC_auc_selector_resolved,tau_I_negDP_auc_selector_mean,tau_I_negDP_auc_selector_lo,tau_I_negDP_auc_selector_hi,tau_I_negDP_auc_selector_sign_stability,tau_I_negDP_auc_selector_resolved,tau_I_negEO_auc_selector_mean,tau_I_negEO_auc_selector_lo,tau_I_negEO_auc_selector_hi,tau_I_negEO_auc_selector_sign_stability,tau_I_negEO_auc_selector_resolved,nonint_larger_negDP,nonint_larger_negEO,caveat
FairSIN,GIN,pokec_z,GIN,robustness,controlled,,same_protocol,False,,complete,30,0.004300270821094402,-0.0071488343979696535,0.014251935398968582,0.022556853362704708,-0.016488300555087265,0.061809291110353694,0.02006088390706624,-0.016934652018064895,0.05628902489890137,0.0053110724249815925,-0.00220515838472668,0.013926776209073932,0.5666666666666667,False,0.004171211573977173,-0.01016040148007352,0.019262728958206878,0.5333333333333333,False,0.004978678147003007,-0.007730843378086347,0.01743106623971851,0.6,False,0.009611343246075994,0.0026346107967450435,0.01641420973567286,0.02672806493668188,-0.004822138564599597,0.060533637980243,0.02503956205406925,-0.007546277905418728,0.05968372591528403,0.006785152229125317,0.002357893827337459,0.01296338765660421,0.7333333333333333,False,-0.00314171223524888,-0.02133288024857619,0.01555865128401876,0.5666666666666667,False,-0.00022007633582881735,-0.016212045612044406,0.01367586499090821,0.5666666666666667,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,pokec_z,GIN,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,0.004415004580188468,-0.004750349073040431,0.013566706487991216,0.030458364955846053,-0.005363085676665963,0.06545534875010312,0.025075440055501122,-0.01253737482055201,0.06272603013214324,0.008126674183076348,0.0028492820948129685,0.01420259256504399,0.6666666666666666,False,-0.008738490782655687,-0.024790743006359344,0.006095305228708432,0.5666666666666667,False,-0.002026899267642952,-0.014571979521372999,0.009078596995280469,0.5666666666666667,False,0.012541678763264815,0.0049549473817721386,0.01975662682497539,0.021719874173190372,-0.008677852863743354,0.05331848404621355,0.023048540787858177,-0.009645551298412153,0.05746763158206238,0.006857701059190298,0.002228306834434404,0.012583859333688633,0.8666666666666667,False,-0.004416467368461404,-0.02474975761753365,0.016023828789438293,0.6,False,-0.00405618435346363,-0.023284606672710068,0.015345422341339062,0.5666666666666667,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,bail,SAGE,robustness,controlled,,same_protocol,False,,complete,30,0.10561275470169457,0.05636031968831727,0.15346456173617554,-0.03199975494437541,-0.07661394416792766,0.009228267044957196,-0.03680107230123199,-0.07041629932795668,-0.008213576118119133,0.013057227717013635,0.0019957526811979934,0.025719937333485352,0.7333333333333333,False,-0.00240061148278458,-0.012776542670874842,0.007108463481032298,0.5666666666666667,False,-0.004977227658259668,-0.013970977472419226,0.004644723395465379,0.6666666666666666,False,0.11866998241870821,0.07110723020739906,0.1656708446150024,-0.03440036642716,-0.08217767456394151,0.010834188899303666,-0.04177829995949167,-0.07831582903368153,-0.014605369294533679,-0.0006114709255636619,-0.007158132425238678,0.004323141869570955,0.5,False,0.000494573255477019,-0.013659236498243533,0.013778575125889855,0.5,False,-0.0037262945348308426,-0.021287870175524685,0.008149533543531024,0.6,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,bail,SAGE,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,0.10663789426531528,0.05686983420410731,0.1554329570874391,-0.03126248940843165,-0.07612694835633649,0.009741124470893963,-0.03672646488903054,-0.07046362905260285,-0.00842756973873239,0.011077352199294085,-0.0005762965437404629,0.02642580414895014,0.6333333333333333,False,-0.0034206464700712305,-0.011880510697707727,0.005325656611182077,0.6666666666666666,False,-0.0010277055833822029,-0.016331230002788986,0.01140404094781766,0.6,False,0.11771524646460936,0.07121557026254079,0.163285567916923,-0.03468313587850288,-0.08355992585105224,0.0091826799011755,-0.03775417047241273,-0.08197553293690639,-0.007440545835067738,0.00086713880037023,-0.005124154958985456,0.005545499867221992,0.5333333333333333,False,-0.0018617816204766504,-0.01035964780258457,0.00718900557667073,0.5333333333333333,False,-0.002684174019895876,-0.020449155625717627,0.01096001343657116,0.5333333333333333,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,credit,SAGE,robustness,controlled,,same_protocol,False,,complete,30,0.028309625062825382,0.02195640642039843,0.03471352965122185,0.07984410907386925,0.0467660070782824,0.11199110636954916,0.08314906024558757,0.05290297849239264,0.1133190895089884,-0.013969538080959095,-0.017042156417379897,-0.010570431251347368,0.9666666666666667,True,-0.04939466196833363,-0.08824233684502365,-0.012591379912325902,0.5666666666666667,False,-0.03830089815519702,-0.07029061325579374,-0.008477390894458842,0.6333333333333333,False,0.014340086981866288,0.00828505118580569,0.020337696100229175,0.030449447105535606,-0.01069203138403116,0.06664317480488023,0.04484816209039056,0.008062093448688131,0.07830553212338513,-0.008975536741395288,-0.010597369497015502,-0.007478923721950983,1.0,False,-0.019555510789817966,-0.05653975848226877,0.013027108603485441,0.5333333333333333,False,-0.03345170529160314,-0.07489503290794824,0.004117293855956206,0.5333333333333333,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,credit,SAGE,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,0.02791924516876244,0.022317625337810544,0.03339637774612387,0.07055842165242908,0.04085936687295321,0.10085795992314373,0.07726482757277739,0.049009459234051894,0.10652712336307532,-0.015536198579894503,-0.02030096275429895,-0.011589086935668508,1.0,True,-0.025383226909122217,-0.07027871072501313,0.016119201348754848,0.5666666666666667,False,-0.020152974672961985,-0.05479215904858188,0.011876640408918688,0.5666666666666667,False,0.012383046588867937,0.00540961329150557,0.01891705663893319,0.04517519474330686,-0.004569174292455747,0.09380128375884737,0.057111852899815393,0.012998369418582147,0.10083459488500807,-0.009210056724896172,-0.010792270879877264,-0.007525666774576158,1.0,False,-0.007642806148945773,-0.03692573297222329,0.020438848451584682,0.5666666666666667,False,-0.010756640400438423,-0.043930253700508154,0.01909579797758926,0.6,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,german,SAGE,robustness,controlled,,same_protocol,False,,complete,30,0.22179174603174606,0.18867409523809525,0.254858507936508,0.024869807539856074,-0.04004957989567912,0.091546276697497,0.043424150670906665,-0.021529266803056904,0.11368608543417368,-0.015032380952380957,-0.04992800000000003,0.015779873015872997,0.6333333333333333,False,0.004527492260862148,-0.050592511161790546,0.05527503297873214,0.5517241379310345,False,0.013744389771274925,-0.036680894682341,0.06145301898537186,0.6333333333333333,False,0.20675936507936507,0.18157679365079366,0.2347864126984128,0.029397299800718233,-0.034486452292153,0.09101026111758322,0.05716854044218162,-0.0072216608871681085,0.12381020185852114,-0.0018463492063491996,-0.03296552380952381,0.023964698412698444,0.5666666666666667,False,0.024143076803195176,-0.057148624930529184,0.11577553776310483,0.6206896551724138,False,0.03931610464516774,-0.03530273347163927,0.12275368347338932,0.6206896551724138,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,german,SAGE,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,0.22180698412698416,0.18868006349206354,0.2548858412698413,0.024869807539856074,-0.04004957989567912,0.091546276697497,0.043424150670906665,-0.021529266803056904,0.11368608543417368,-0.023014603174603188,-0.05437980952380954,0.005677777777777757,0.6,False,0.015799809622661875,-0.03316931381392468,0.06439979005299817,0.6333333333333333,False,0.01446621865058078,-0.026883329593066566,0.05946686708459975,0.5666666666666667,False,0.19879238095238097,0.17152406349206345,0.23181488888888885,0.04066961716251794,-0.037294795689230074,0.11162815594167508,0.057890369321487466,-0.016443399241345524,0.13030547583661123,-0.007476825396825393,-0.04039422222222221,0.022583301587301596,0.5333333333333333,False,0.044765020143518526,0.007514808236736597,0.0902354708353676,0.5666666666666667,False,0.05487090772479202,0.01126870192521451,0.10667680427593615,0.5333333333333333,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,pokec_n,SAGE,robustness,controlled,,same_protocol,False,,complete,30,-0.032513516130018016,-0.040003310539279024,-0.025900399961266175,0.02458538883820963,-0.017943442000931082,0.06840652068643563,0.023773292153747506,-0.025146793244580638,0.07033415320804934,-0.00012771069823162747,-0.006663082234551252,0.006282444877425529,0.6,False,0.0019621394150995354,-0.014932755920487274,0.0189672734893712,0.5333333333333333,False,0.009849867982795257,-0.00889891193813469,0.031463216885530935,0.6333333333333333,False,-0.032641226828249645,-0.039193878785396895,-0.026412851144908548,0.026547528253309163,-0.01550008812167199,0.07529338792884611,0.03362316013654276,-0.014795030818733176,0.08496462629194135,-0.004077805691336049,-0.007472152880209216,-0.00040234317512175,0.7333333333333333,False,-0.00757879154681901,-0.0255575337015218,0.010679735157087733,0.5925925925925926,False,-0.009084382175968896,-0.028748813294074325,0.009905693781062992,0.5384615384615384,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,pokec_n,SAGE,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,-0.03252499452981625,-0.03997422602496526,-0.025966307235656676,0.02460802326012946,-0.018735304749925727,0.06908839280529624,0.023654463242917572,-0.025702862497011432,0.07077274128533902,-0.00014188858418080115,-0.006697887872524985,0.006362027157773758,0.6666666666666666,False,0.0023061758144809256,-0.014504688406415804,0.018975929877860377,0.5333333333333333,False,0.010487929304130606,-0.008166044672565887,0.03158511251455486,0.6333333333333333,False,-0.03266688311399705,-0.03928040235577385,-0.026397071809757085,0.026914199074610384,-0.014909613887683,0.07550988745094193,0.03414239254704818,-0.013525726896895579,0.08500910448162884,-0.00407766801342991,-0.007472058619736261,-0.00040205552831811784,0.7333333333333333,False,-0.0076258061213371085,-0.025610233132626368,0.010630820202096202,0.5925925925925926,False,-0.009084382175968896,-0.028748813294074325,0.009905693781062992,0.5384615384615384,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,pokec_z,SAGE,robustness,controlled,,same_protocol,False,,complete,30,-0.015357594424785485,-0.027543337373248256,-0.0025317081514338573,0.04142326858810787,0.002366363561589274,0.08075418573659376,0.036260850660263765,0.002676368036380055,0.07096133381964129,-0.0028323524916814002,-0.006572355124722652,0.0008922842176877124,0.6,False,-0.003426633735740707,-0.011812785617840443,0.003967472330479731,0.5333333333333333,False,-0.004007303656210586,-0.010767011743475108,0.002562604057296054,0.6206896551724138,False,-0.018189946916466884,-0.028920903332916546,-0.007181054556509374,0.03799663485236716,0.00197891469024361,0.07445598190110793,0.03225354700405317,0.0019360149568158449,0.06371801061359857,0.0016881571378402035,-0.0008406087138069136,0.004856659756285692,0.5,False,0.0098857724947733,-0.004411361176156396,0.027217079131883856,0.6818181818181818,False,0.009092706876275218,-0.0013513317822808157,0.022692056715433846,0.6363636363636364,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,SAGE,pokec_z,SAGE,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,-0.015415705220563403,-0.02760646903628094,-0.002543443825534226,0.04147493314294685,0.0023437322557691913,0.08073039594445851,0.036495874625002464,0.002907067378460025,0.07108960192912163,-0.0032610357990048968,-0.006611014204585816,-0.00015203248251435982,0.6333333333333333,False,-0.003461331373382784,-0.011883948935953324,0.003926423184004784,0.5333333333333333,False,-0.003509262916457046,-0.010805265520622704,0.0036586595040402703,0.5862068965517241,False,-0.0186767410195683,-0.029581703918481528,-0.0075175825050405355,0.038013601769564066,0.001914548675967984,0.07449319783939369,0.03298661170854541,0.0024702590982546894,0.06405257016166438,0.0016885842721318914,-0.0008394824069833522,0.004856495392340721,0.5,False,0.0098857724947733,-0.004411361176156396,0.027217079131883856,0.6818181818181818,False,0.009092706876275218,-0.0013513317822808157,0.022692056715433846,0.6363636363636364,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairVGNN,GCN,bail,default,primary,controlled,,same_protocol,True,,complete,30,0.11368465496587313,0.06577187063783972,0.16243425565920155,-0.029702337571509287,-0.04088219029388956,-0.018930733166502636,-0.00680779786838277,-0.019217905517492043,0.00479053791686898,-0.04213808928704445,-0.062323884313722495,-0.026824069306947144,1.0,True,0.006893771339994484,-0.002756453659066201,0.01651663449996371,0.6666666666666666,False,-0.0054177356661364645,-0.011927240429787583,0.0010499453272957823,0.6333333333333333,False,0.07154656567882868,0.023304318908613002,0.11798667320161645,-0.022808566231514803,-0.038574564548723135,-0.007017315738093412,-0.012225533534519233,-0.027643348960826382,0.0022720718464986824,-0.05728458134485149,-0.07727833377784006,-0.04226808549119967,1.0,True,0.00045102040589101026,-0.017220286460176742,0.018705492191535767,0.5,False,-0.008331371907159291,-0.016665035039609182,-0.0006215883176951197,0.6,False,True,True,
FairVGNN,GCN,bail,default,primary,native,targeted,controlled_fixed_reference,False,,complete,30,0.11366688745320244,0.06577198662730006,0.16238091413916453,-0.029822616541119448,-0.04112490732113085,-0.018985766601123742,-0.006989016733360244,-0.019372992573957557,0.00468892475551893,-0.0265565929078926,-0.03906145729062393,-0.01756144794769286,0.9333333333333333,True,0.0031596527795047383,-0.005685342115111214,0.012063531844176004,0.5666666666666667,False,-0.004224539656876114,-0.01166942387017694,0.0036000664652390793,0.6333333333333333,False,0.08711029454530979,0.04047104443893434,0.133011771726492,-0.02666296376161471,-0.04333772431167358,-0.01061350893062979,-0.011213556390236355,-0.02845788847728715,0.005774729072430592,-0.03645695580902002,-0.05109848244970251,-0.025538389593722146,1.0,True,-0.0016394289043615768,-0.014664026660020932,0.010872434690604884,0.5,False,-0.002895376314762196,-0.008467924687882789,0.0024926943998706667,0.5666666666666667,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairVGNN,GCN,credit,default,primary,controlled,,same_protocol,True,,complete,30,0.01289951754444352,0.004211716560103876,0.022001514792046144,0.03827144098822664,0.014633072696949214,0.061899050760993696,0.046112903950637184,0.02033876153718348,0.0720347486760503,-0.011991887558647196,-0.01588722491720773,-0.008962761273334813,1.0,True,-0.00013312788501763096,-0.04062605295153171,0.03295973086572659,0.5333333333333333,False,-0.01385562841854202,-0.059914218234453254,0.02077670631141013,0.5333333333333333,False,0.0009076299857963247,-0.006808520443827613,0.008956582749402586,0.03813831310320902,-0.0004224986703463709,0.07349328865797135,0.03225727553209516,-0.01256640318321789,0.07153706465445693,-0.021833264724632817,-0.0334615029082418,-0.0164485297408311,1.0,True,-0.032217617058758675,-0.08407533027686014,0.017467674757594136,0.5333333333333333,False,-0.035701857066526885,-0.09855390188160966,0.024822741910708435,0.5,False,True,True,
FairVGNN,GCN,credit,default,primary,native,targeted,controlled_fixed_reference,False,,complete,30,0.006352238616416547,-0.0011163182517684414,0.013790405820549549,0.10463272136812825,0.08021910531709676,0.12964914530517235,0.10236160023299669,0.07744286601992574,0.12974764650576368,-0.01812627592145578,-0.02641274369891261,-0.011366646787514978,0.9333333333333333,True,0.03194704861142296,0.013828328299216685,0.0500189450246162,0.8,True,0.020023331103441566,0.0035915193802339997,0.03775667777593863,0.7,False,-0.011774037305039235,-0.022329439226296103,-0.0016928119735993695,0.13657976997955118,0.11160552784693653,0.16191520924433714,0.12238493133643827,0.09377982405586666,0.15147942704831815,-0.01593374033479877,-0.022049906285227745,-0.010573055375047073,1.0,True,-0.02582217106974055,-0.07493444399621946,0.029587032660089784,0.6666666666666666,False,-0.037019307051316966,-0.09460289739805867,0.025937648301480973,0.6666666666666666,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairVGNN,GCN,german,default,primary,controlled,,same_protocol,True,,complete,30,0.16990476190476192,0.12004492063492067,0.21331844444444445,-0.1545221082884258,-0.2925127134042952,-0.01403722522035531,-0.1240065426111343,-0.2740781636830264,0.017489136654661817,0.012540952380952375,-0.01662596825396825,0.03803999999999996,0.6333333333333333,False,-0.0028977891748784984,-0.11017069196887114,0.1032608714638966,0.6,False,-0.002549478763136451,-0.11736615931715477,0.11435089355097831,0.5,False,0.1824457142857143,0.14933441269841274,0.21452069841269847,-0.15741989746330426,-0.2715476602644357,-0.04424722240342066,-0.12655602137427077,-0.23296753325399308,-0.016819827597705766,-0.008223492063492066,-0.03466012698412697,0.015372761904761887,0.5333333333333333,False,-0.06279553415345118,-0.17734553929723937,0.04559609389212559,0.6666666666666666,False,-0.07265702090528883,-0.19620712885154062,0.047042865859257224,0.6666666666666666,False,True,True,
FairVGNN,GCN,german,default,primary,native,targeted,controlled_fixed_reference,False,,complete,30,0.21243301587301583,0.17252942857142858,0.2539011428571428,-0.06780499813270775,-0.18114931176108012,0.05047336402986215,-0.01711721731245689,-0.11521301327224148,0.08748651549508692,-0.14089142857142858,-0.1792982857142857,-0.09879295238095234,0.9333333333333333,True,0.19028410555557157,0.08674609253282986,0.29113178445590326,0.9310344827586207,True,0.14933964373574485,0.06868013890100955,0.2283814954239674,0.9285714285714286,True,0.0715415873015873,0.03530634920634921,0.11161234920634923,0.12247910742286384,0.07226934026783725,0.17714527375897948,0.13222242642328796,0.08266969147795052,0.1911651457941332,-0.04108825396825397,-0.07728863492063491,-0.011945333333333343,0.7666666666666667,True,0.16559994187278437,0.06156823329974036,0.2770200951954204,0.8620689655172413,True,0.1563776067992209,0.0645325245653817,0.2515146821920257,0.9629629629629629,True,False,False,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairVGNN,GCN,bail,GCNspmm,robustness,controlled,,same_protocol,False,,complete,30,0.11298921245404428,0.0656088668625302,0.15942402208847475,-0.034797110236639915,-0.05006696591256336,-0.020075756664733848,-0.01722656181100279,-0.031886038386788766,-0.0012790128902124423,-0.04081154293947362,-0.058711119695128364,-0.02732313664008046,0.9666666666666667,True,0.008108139796816537,-0.0023151625145326625,0.018091869838126756,0.6333333333333333,False,-0.0033673893856575694,-0.012444231598772,0.005715789196862666,0.5333333333333333,False,0.07217766951457064,0.023731840116109994,0.11855332667657464,-0.026688970439823385,-0.04414800525386268,-0.008181136796998625,-0.020593951196660364,-0.040300406063044504,0.000308027213430131,-0.057481554566799216,-0.07967815172779812,-0.04206095517982302,1.0,True,-0.003806747223141797,-0.02400842685610999,0.017133169977840902,0.5666666666666667,False,-0.003452955921401434,-0.018138794999010475,0.011011514823569117,0.5,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairVGNN,GCN,german,GCNspmm,robustness,controlled,,same_protocol,False,,complete,30,0.16932444444444447,0.12062676190476192,0.21194549206349203,-0.13514601270534496,-0.2633612898509348,0.004677578584138869,-0.09774574765485392,-0.23446058126974195,0.04347198935129601,0.02267428571428571,0.010372000000000003,0.037015936507936505,0.8666666666666667,True,0.046062953301798264,-0.014340120221842985,0.11691299462315327,0.6,False,0.0637736724477025,0.004359422781080548,0.14019735771436237,0.7,False,0.19199873015873017,0.15469819047619052,0.22698193650793647,-0.08908305940354667,-0.18578835243413222,0.019213626446332406,-0.03397207520715141,-0.12521920031177358,0.07326865535102926,-0.0025777777777777787,-0.01595942857142857,0.010458857142857134,0.5,False,-0.0011343162126442531,-0.07559149685185343,0.06850233924553574,0.5172413793103449,False,0.0029350293663564725,-0.07556628598868625,0.08294522055335135,0.5333333333333333,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairVGNN,GIN,credit,GIN,robustness,controlled,,same_protocol,False,,complete,30,0.0023641054964805325,-0.003778559511056111,0.008997170626381116,0.07755451995657527,0.039978315077634025,0.11257726674616912,0.0705138828410111,0.03289202031508906,0.1043261902690292,-0.0721500308713353,-0.09830639040080859,-0.04908208726586399,1.0,True,0.0961371352568849,0.06494525457100807,0.12938048221662932,1.0,True,0.08008267625661736,0.05084625898267981,0.11307447506458078,0.9666666666666667,True,-0.06978592537485477,-0.09697233717490457,-0.046133413582637624,0.17369165521346017,0.15014163479530518,0.19769247815894075,0.15059655909762845,0.1229174692412255,0.17782320260483367,-0.024046221246392878,-0.02886140460293002,-0.019301858356692802,1.0,True,-0.0956476263080948,-0.14297769378056735,-0.05332421253420054,0.8333333333333334,True,-0.10921854257567663,-0.16082826653529264,-0.06044703693547981,0.7666666666666667,True,False,False,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairVGNN,GIN,german,GIN,robustness,controlled,,same_protocol,False,,complete,30,0.1611377777777778,0.11435593650793653,0.20784479365079364,-0.13384749435027915,-0.26429678248156474,-0.007544746388291441,-0.09913146117785174,-0.2473483062777416,0.03364362745098039,0.021193650793650796,-0.0027708571428571417,0.044825714285714295,0.7333333333333333,False,0.08104309041465574,0.011811213094754431,0.1587914265425535,0.7666666666666667,True,0.08840460868153409,0.011895443510737602,0.16936744128118153,0.7666666666666667,True,0.18233142857142862,0.14204174603174607,0.21866495238095238,-0.052804403935623426,-0.16049444207369185,0.05124934639216386,-0.01072685249631767,-0.12198912117639611,0.09898433162153752,-0.005244444444444437,-0.02779701587301587,0.017249714285714285,0.5333333333333333,False,0.07844042647716082,-0.053855891542419806,0.18793361683111082,0.7333333333333333,False,0.08676494414550691,-0.02552835328014186,0.19270843740909474,0.7,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairVGNN,SAGE,bail,SAGE,robustness,controlled,,same_protocol,False,,complete,30,0.11655950037703351,0.06816933364302123,0.16365618341965818,-0.039489097944263536,-0.08660078549463852,-0.0008000487177671707,-0.035626072074330765,-0.08448328135922116,0.0038787667784078075,0.012125670522714339,-0.0017084099581232655,0.024080880144287966,0.8666666666666667,False,0.02375029400472407,-0.007182321571056615,0.061046460553684435,0.6,False,0.019220161249173615,-0.010901550448440126,0.05369619012737759,0.6333333333333333,False,0.12868517089974787,0.07967097106344369,0.17766279108810648,-0.01573880393953947,-0.03251094651146266,0.0009535244356636154,-0.01640591082515715,-0.042142518887290425,0.002205697250346803,-0.007678279069079249,-0.02488660463789476,0.006423833683326563,0.5666666666666667,False,-0.010827648666603237,-0.042729543854687864,0.022511395365044568,0.5666666666666667,False,-0.017518304212373426,-0.03403238397025892,-0.002782673660409912,0.7,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairVGNN,SAGE,credit,SAGE,robustness,controlled,,same_protocol,False,,complete,30,0.027200193652314082,0.02084490853612286,0.0354283619217825,0.0018254953609874642,-0.040601652106223705,0.03409541243311442,-0.0035168984810374842,-0.05058699530705486,0.03172378745602716,-0.008862439882249655,-0.013237508486650305,-0.0039768413214740905,0.8666666666666667,False,0.023066280293404837,-0.031660531477419214,0.07490242224460736,0.7,False,0.01384190032113867,-0.04851012794364957,0.06905355056694476,0.7,False,0.018337753770064427,0.01132907092536643,0.026399885630379805,0.024891775654392302,-0.020927522422563204,0.06651056602819644,0.010325001840101185,-0.04119152206372156,0.05490126444218487,-0.011197712181049084,-0.014528399031366917,-0.008165787068383078,0.9666666666666667,True,-0.0007567146684752617,-0.042007226822043976,0.03662495712655738,0.5,False,-0.01972456278395755,-0.06910021199376899,0.021017237243066485,0.5,False,False,False,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairVGNN,SAGE,german,SAGE,robustness,controlled,,same_protocol,False,,complete,30,0.17508571428571432,0.12509200000000004,0.21798257142857141,-0.15271165250404167,-0.26251001559265974,-0.039663859594752146,-0.13094221411969045,-0.23730749390447672,-0.016869473222060682,0.024020317460317454,-0.0009067301587301807,0.053933079365079364,0.6666666666666666,False,0.0327102852121982,-0.03652963539483265,0.10109445247060853,0.6333333333333333,False,0.03911025232788152,-0.031227135076400535,0.11078558459421005,0.6666666666666666,False,0.19910603174603184,0.16994758730158738,0.22859222222222225,-0.1200013672918435,-0.23385503754064219,-0.008108693906683088,-0.09183196179180891,-0.2087674578720377,0.024303277925531882,0.016396190476190467,-0.0032562539682539685,0.03529669841269837,0.7,False,0.07694287147945235,0.008410915230010883,0.14447030284912488,0.7333333333333333,False,0.07169592480018011,0.013086094028923627,0.1334001255799305,0.6666666666666666,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
